Finland,2020,7.81
Denmark,2020,7.65
Switzerland,2020,7.56
Iceland,2020,7.50
Norway,2020,7.49
Netherlands,2020,7.45
Sweden,2020,7.35
New Zealand,2020,7.30
Austria,2020,7.29
Luxembourg,2020,7.24
Canada,2020,7.23
Australia,2020,7.22
United Kingdom,2020,7.16
Israel,2020,7.13
Costa Rica,2020,7.12
Ireland,2020,7.09
Germany,2020,7.08
United States,2020,6.94
Czech Republic,2020,6.91
Belgium,2020,6.86
United Arab Emirates,2020,6.79
Malta,2020,6.77
France,2020,6.66
Mexico,2020,6.47
Taiwan Province of China,2020,6.46
Uruguay,2020,6.44
Saudi Arabia,2020,6.41
Spain,2020,6.40
Guatemala,2020,6.40
Italy,2020,6.39
Singapore,2020,6.38
Brazil,2020,6.38
Slovenia,2020,6.36
El Salvador,2020,6.35
Kosovo,2020,6.33
Panama,2020,6.30
Slovakia,2020,6.28
Uzbekistan,2020,6.26
Chile,2020,6.23
Bahrain,2020,6.23
Lithuania,2020,6.22
Trinidad and Tobago,2020,6.19
Poland,2020,6.19
Colombia,2020,6.16
Cyprus,2020,6.16
Nicaragua,2020,6.14
Romania,2020,6.12
Kuwait,2020,6.10
Mauritius,2020,6.10
Kazakhstan,2020,6.06
Estonia,2020,6.02
Philippines,2020,6.01
Hungary,2020,6.00
Thailand,2020,6.00
Argentina,2020,5.97
Honduras,2020,5.95
Latvia,2020,5.95
Ecuador,2020,5.93
Portugal,2020,5.91
Jamaica,2020,5.89
South Korea,2020,5.87
Japan,2020,5.87
Peru,2020,5.80
Serbia,2020,5.78
Bolivia,2020,5.75
Pakistan,2020,5.69
Paraguay,2020,5.69
Dominican Republic,2020,5.69
Bosnia and Herzegovina,2020,5.67
Moldova,2020,5.61
Tajikistan,2020,5.56
Montenegro,2020,5.55
Russia,2020,5.55
Kyrgyzstan,2020,5.54
Belarus,2020,5.54
North Cyprus,2020,5.54
Greece,2020,5.51
Hong Kong S.A.R. of China,2020,5.51
Croatia,2020,5.50
Libya,2020,5.49
Mongolia,2020,5.46
Malaysia,2020,5.38
Vietnam,2020,5.35
Indonesia,2020,5.29
Ivory Coast,2020,5.23
Benin,2020,5.22
Maldives,2020,5.20
Congo (Brazzaville),2020,5.19
Azerbaijan,2020,5.16
Macedonia,2020,5.16
Ghana,2020,5.15
Nepal,2020,5.14
Turkey,2020,5.13
China,2020,5.12
Turkmenistan,2020,5.12
Bulgaria,2020,5.10
Morocco,2020,5.09
Cameroon,2020,5.08
Venezuela,2020,5.05
Algeria,2020,5.01
Senegal,2020,4.98
Guinea,2020,4.95
Niger,2020,4.91
Laos,2020,4.89
Albania,2020,4.88
Cambodia,2020,4.85
Bangladesh,2020,4.83
Gabon,2020,4.83
South Africa,2020,4.81
Iraq,2020,4.78
Lebanon,2020,4.77
Burkina Faso,2020,4.77
Gambia,2020,4.75
Mali,2020,4.73
Nigeria,2020,4.72
Armenia,2020,4.68
Georgia,2020,4.67
Iran,2020,4.67
Jordan,2020,4.63
Mozambique,2020,4.62
Kenya,2020,4.58
Namibia,2020,4.57
Ukraine,2020,4.56
Liberia,2020,4.56
Palestinian Territories,2020,4.55
Uganda,2020,4.43
Chad,2020,4.42
Tunisia,2020,4.39
Mauritania,2020,4.37
Sri Lanka,2020,4.33
Congo (Kinshasa),2020,4.31
Swaziland,2020,4.31
Myanmar,2020,4.31
Comoros,2020,4.29
Togo,2020,4.19
Ethiopia,2020,4.19
Madagascar,2020,4.17
Egypt,2020,4.15
Sierra Leone,2020,3.93
Burundi,2020,3.78
Zambia,2020,3.76
Haiti,2020,3.72
Lesotho,2020,3.65
India,2020,3.57
Malawi,2020,3.54
Yemen,2020,3.53
Botswana,2020,3.48
Tanzania,2020,3.48
Central African Republic,2020,3.48
Rwanda,2020,3.31
Zimbabwe,2020,3.30
South Sudan,2020,2.82
Afghanistan,2020,2.57
Finland,2019,7.77
Denmark,2019,7.60
Norway,2019,7.55
Iceland,2019,7.49
Netherlands,2019,7.49
Switzerland,2019,7.48
Sweden,2019,7.34
New Zealand,2019,7.31
Canada,2019,7.28
Austria,2019,7.25
Australia,2019,7.23
Costa Rica,2019,7.17
Israel,2019,7.14
Luxembourg,2019,7.09
United Kingdom,2019,7.05
Ireland,2019,7.02
Germany,2019,6.99
Belgium,2019,6.92
United States,2019,6.89
Czech Republic,2019,6.85
United Arab Emirates,2019,6.83
Malta,2019,6.73
Mexico,2019,6.59
France,2019,6.59
Taiwan,2019,6.45
Chile,2019,6.44
Guatemala,2019,6.44
Saudi Arabia,2019,6.38
Qatar,2019,6.37
Spain,2019,6.35
Panama,2019,6.32
Brazil,2019,6.30
Uruguay,2019,6.29
Singapore,2019,6.26
El Salvador,2019,6.25
Italy,2019,6.22
Bahrain,2019,6.20
Slovakia,2019,6.20
Trinidad & Tobago,2019,6.19
Poland,2019,6.18
Uzbekistan,2019,6.17
Lithuania,2019,6.15
Colombia,2019,6.12
Slovenia,2019,6.12
Nicaragua,2019,6.11
Kosovo,2019,6.10
Argentina,2019,6.09
Romania,2019,6.07
Cyprus,2019,6.05
Ecuador,2019,6.03
Kuwait,2019,6.02
Thailand,2019,6.01
Latvia,2019,5.94
South Korea,2019,5.89
Estonia,2019,5.89
Jamaica,2019,5.89
Mauritius,2019,5.89
Japan,2019,5.89
Honduras,2019,5.86
Kazakhstan,2019,5.81
Bolivia,2019,5.78
Hungary,2019,5.76
Paraguay,2019,5.74
Northern Cyprus,2019,5.72
Peru,2019,5.70
Portugal,2019,5.69
Pakistan,2019,5.65
Russia,2019,5.65
Philippines,2019,5.63
Serbia,2019,5.60
Moldova,2019,5.53
Libya,2019,5.53
Montenegro,2019,5.52
Tajikistan,2019,5.47
Croatia,2019,5.43
Hong Kong,2019,5.43
Dominican Republic,2019,5.42
Bosnia and Herzegovina,2019,5.39
Turkey,2019,5.37
Malaysia,2019,5.34
Belarus,2019,5.32
Greece,2019,5.29
Mongolia,2019,5.29
North Macedonia,2019,5.27
Nigeria,2019,5.26
Kyrgyzstan,2019,5.26
Turkmenistan,2019,5.25
Algeria,2019,5.21
